,Data,Mes,Dia_do_Ano,Hora_Dia,Radiacao,Cobertura_de_Nuvens,Veloc_Vento,Classe_Estabilidade
39,2023-01-02,1,2,16,289.6953790231398,92.99102220595611,2.9229732714302195,C
40,2023-01-02,1,2,17,380.78980911945,13.143818929133245,0.90654882619304,B
41,2023-01-02,1,2,18,664.7794293096579,76.97145991854437,7.916064050984086,D
42,2023-01-02,1,2,19,60.590482537272734,87.9151650706517,8.423018360267987,D
43,2023-01-02,1,2,20,554.3847184765982,26.29846025309274,2.734669586438144,E
44,2023-01-02,1,2,21,528.4640909380881,4.980606221555616,0.6659904027149631,D
45,2023-01-02,1,2,22,829.8203206823016,95.63210511778347,2.045808326745219,E
46,2023-01-02,1,2,23,804.4904559356175,19.296150373253983,0.3592658598579309,D
47,2023-01-02,1,2,24,577.7030699551738,10.258715499001747,9.585492484056733,D
48,2023-01-03,1,3,1,818.4946075734395,87.38595474564741,2.239709693136986,E
49,2023-01-03,1,3,2,227.28243167554828,20.844829399923103,8.917996551998726,D
50,2023-01-03,1,3,3,392.2920228803877,8.449871362585348,4.843698589244896,D
51,2023-01-03,1,3,4,254.35716117700682,94.08455972531053,4.096562761956162,D
52,2023-01-03,1,3,5,161.0573351333252,48.77222394856761,3.8555240310089176,D
53,2023-01-03,1,3,6,900.8695388929602,59.51678401564037,10.780504015587242,C
54,2023-01-03,1,3,7,384.91488906138153,73.6634755450937,3.8144099857719684,C
55,2023-01-03,1,3,8,458.5497942235666,22.141123303926193,2.5714024593259808,B
56,2023-01-03,1,3,9,800.7690701077327,34.490559230066566,9.769041442970016,C
57,2023-01-03,1,3,10,252.7557251481264,67.13629700463272,1.4575174191590234,B
58,2023-01-03,1,3,11,883.4694930990144,25.6868249189117,10.660003305370035,C
59,2023-01-03,1,3,12,149.53825881214485,43.56961330549284,0.8617906803444059,B
60,2023-01-03,1,3,13,19.884218030038006,89.6862870602352,1.8335932198983385,B
61,2023-01-03,1,3,14,883.5508557730852,22.020092990745542,6.504928927755199,C
62,2023-01-03,1,3,15,445.88124217521477,41.823132645848794,3.0147175034579177,C
63,2023-01-03,1,3,16,624.4734874372147,77.88137997364664,0.8378909967873437,B
64,2023-01-03,1,3,17,498.29830105173875,31.975441264051085,1.771976682088848,B
65,2023-01-03,1,3,18,284.83157888278714,26.973721002109265,4.513352400391324,D
66,2023-01-03,1,3,19,994.8874125140585,68.30472796914275,2.696468771543779,E
67,2023-01-03,1,3,20,345.87299745551366,26.2673029992478,5.37855110334923,D
68,2023-01-03,1,3,21,302.63086217374865,83.90569185130052,0.9486615850121193,D
69,2023-01-03,1,3,22,882.2872685469686,89.36150143981425,9.037929198020413,D
70,2023-01-03,1,3,23,677.6853949780109,55.38199244813443,1.7045392163803625,D
71,2023-01-03,1,3,24,50.586690244147874,71.90526611832256,4.308947751600835,D
72,2023-01-04,1,4,1,318.4162896029116,22.151662559133566,4.052851206228407,D
73,2023-01-04,1,4,2,10.89221419542414,39.84202168183978,3.0545170687378267,D
74,2023-01-04,1,4,3,344.00337722598124,90.56712914712692,3.7794614965649216,D
75,2023-01-04,1,4,4,736.159503769036,52.95411885498555,1.0388420207942168,D
76,2023-01-04,1,4,5,190.77565793798712,63.68107028295572,4.190108079893872,D
77,2023-01-04,1,4,6,501.93208328530034,23.84388011276658,9.201929910811977,D
78,2023-01-04,1,4,7,367.3629468127317,9.459585063815123,5.054159062243696,D
79,2023-01-04,1,4,8,717.0426056333247,46.19856867605918,5.474633479943927,C
80,2023-01-04,1,4,9,602.5431965194854,50.38479156943352,5.785776233095619,D
81,2023-01-04,1,4,10,91.57395992465777,79.56655676188137,9.504308713366902,D
82,2023-01-04,1,4,11,931.9790715343725,18.14695189524197,0.6113533106435173,A
83,2023-01-04,1,4,12,215.60627625369133,10.348019043016043,3.95799411745561,C
84,2023-01-04,1,4,13,118.7913780437033,21.8975418544762,9.492555741077867,D
85,2023-01-04,1,4,14,95.24272326140722,30.066782601450548,10.731400620647904,D
86,2023-01-04,1,4,15,393.6314467334132,45.2760592475274,10.79744856245785,D
87,2023-01-04,1,4,16,293.4785424192159,1.8138495921304232,9.644303663978034,D
88,2023-01-04,1,4,17,393.133804096586,70.90472684157734,3.3548412636298774,C
89,2023-01-04,1,4,18,623.6830921184496,96.68745782463807,2.3702381270279496,E
90,2023-01-04,1,4,19,848.024836354475,8.4969988207105,10.364889046813001,D
91,2023-01-04,1,4,20,27.124365082028863,0.18900904298292387,9.301871124683387,D
92,2023-01-04,1,4,21,30.292527381295972,23.9427753734631,3.0943252508703556,D
93,2023-01-04,1,4,22,479.8145839881323,90.20539439379944,0.5095664348013903,D
94,2023-01-04,1,4,23,886.2712805882676,80.39413917718302,0.5533510810696312,D
95,2023-01-04,1,4,24,313.2674493574583,27.497621909805524,5.105764569934755,D
96,2023-01-05,1,5,1,971.702852842745,13.98288707088452,10.03806712277678,D
97,2023-01-05,1,5,2,149.0396051473694,42.43608212414595,1.3003450826586536,D
98,2023-01-05,1,5,3,617.1546317325659,3.5503755571383966,6.7772433125609854,D
99,2023-01-05,1,5,4,101.93875353159217,82.65196431870989,2.750375130344409,E
100,2023-01-05,1,5,5,674.5527074779103,6.355481107814221,8.982914548900093,D
101,2023-01-05,1,5,6,147.3100045004673,22.922783228590514,11.18186385165743,D
102,2023-01-05,1,5,7,206.38880772604054,30.957140871668543,5.664146919776731,C
103,2023-01-05,1,5,8,805.7449505466873,24.26543853274622,4.9130825954971185,B
104,2023-01-05,1,5,9,769.052307412014,62.99976248757102,0.0677812114102651,A
105,2023-01-05,1,5,10,969.2637765201806,42.946524015197994,5.06968585527896,C
106,2023-01-05,1,5,11,246.92245639976886,24.255735186044824,6.123415903439041,D
107,2023-01-05,1,5,12,836.1222466102214,4.722073638231894,8.258460710601359,C
108,2023-01-05,1,5,13,405.3424518014635,70.20902467430719,8.644316606668182,D
109,2023-01-05,1,5,14,995.5529882390272,58.04939544077175,1.6705192696316415,A
110,2023-01-05,1,5,15,974.7926636791514,10.712943036986456,7.9695369599562,C
111,2023-01-05,1,5,16,425.6596154769727,66.69615753939381,5.833548988844131,D
112,2023-01-05,1,5,17,91.6309267576881,10.215152405529116,8.849130751062306,D
113,2023-01-05,1,5,18,220.92779788180877,72.15427136109611,4.788381932316011,D
114,2023-01-05,1,5,19,964.7491171333115,51.67075162397469,4.967612869932009,D
115,2023-01-05,1,5,20,699.9593998859069,73.97470037415923,8.766545059220258,D
116,2023-01-05,1,5,21,179.66274029299734,65.98009272414501,9.414701558319965,D
117,2023-01-05,1,5,22,555.8995576552974,3.366573433721398,3.5658008125075047,E
118,2023-01-05,1,5,23,705.312980006345,31.415238441532367,6.849967771524589,D
119,2023-01-05,1,5,24,280.93258274526545,87.91527525420727,3.620851658787565,D
120,2023-01-06,1,6,1,223.63526085776306,17.35537472478953,4.552224931368381,D
121,2023-01-06,1,6,2,924.1562459746534,84.75703053505809,7.735321014814747,D
122,2023-01-06,1,6,3,255.70620405069448,0.7387158444188247,2.747549078263064,F
123,2023-01-06,1,6,4,934.191695906935,6.434211383071975,6.307592902669974,D
124,2023-01-06,1,6,5,513.9618570371246,17.325968494301936,8.578426987969477,D
125,2023-01-06,1,6,6,356.28885261002364,83.5999078016487,5.834572218720609,D
126,2023-01-06,1,6,7,446.9674703638924,28.750233991568773,5.4526146634414365,D
127,2023-01-06,1,6,8,138.22346789350033,14.53924348856308,9.240482595377447,D
128,2023-01-06,1,6,9,806.0553923269184,25.327628076494445,5.658763020453053,C
129,2023-01-06,1,6,10,268.538412711046,80.24572200491033,6.1147295535717205,D
130,2023-01-06,1,6,11,761.986621002,56.80792330529364,7.276442710201105,C
131,2023-01-06,1,6,12,681.3055148767678,50.77314444089611,3.081301148600426,C
132,2023-01-06,1,6,13,355.27348640276597,51.755124012870766,4.004552845005133,C
133,2023-01-06,1,6,14,304.63047811965805,11.443629763615693,2.682185122000581,C
134,2023-01-06,1,6,15,329.87286975674095,54.23493908954241,5.454731637983098,C
135,2023-01-06,1,6,16,524.0153753593153,36.49162095086187,11.052361648240506,D
136,2023-01-06,1,6,17,960.8759683344887,29.28957094868655,7.690759645472564,C
137,2023-01-06,1,6,18,897.0686304882815,47.18445540394749,0.5496454753235377,D
138,2023-01-06,1,6,19,982.0777272665742,38.2521762259475,1.9855598779933321,D
139,2023-01-06,1,6,20,797.2375917869357,74.9457591403033,11.305898575995043,D
140,2023-01-06,1,6,21,338.5631926060102,40.46410983710382,0.5863321049303402,D
141,2023-01-06,1,6,22,963.1205708951529,57.70915233351961,5.918708166082433,D
142,2023-01-06,1,6,23,112.94626104941595,20.72802662968102,3.1908388009932542,D
143,2023-01-06,1,6,24,743.8749471114156,77.32652409833122,10.877304996496537,D
144,2023-01-07,1,7,1,11.383491962071862,34.36984460509386,3.8256233943668296,D
145,2023-01-07,1,7,2,117.23664821222417,53.74263037602376,4.60678032336422,D
146,2023-01-07,1,7,3,19.565221832375748,71.97688910804997,9.005673768832544,D
147,2023-01-07,1,7,4,636.1504435882491,90.12503674050566,8.367139858243167,D
148,2023-01-07,1,7,5,283.6089872953824,14.487764893088551,5.405864349453012,D
149,2023-01-07,1,7,6,209.99525418248524,25.178737589702273,6.729014757448867,D
150,2023-01-07,1,7,7,713.9035437935922,69.05673126034807,5.869829457957135,C
151,2023-01-07,1,7,8,987.2064575459682,24.6628508676909,3.727869074373705,B
152,2023-01-07,1,7,9,150.45503430539983,41.21110190964902,8.53425854234187,D
153,2023-01-07,1,7,10,263.2765335902931,51.29557981846361,8.758042808158441,D
154,2023-01-07,1,7,11,21.91359739923296,15.433446857840494,1.6963051562516498,B
155,2023-01-07,1,7,12,968.3223121833528,43.44405474276469,8.430051473002012,C
156,2023-01-07,1,7,13,268.7637450452161,79.15178240103121,10.316113663116232,D
157,2023-01-07,1,7,14,345.19896167375504,77.60454024835543,7.139402457467441,D
158,2023-01-07,1,7,15,193.01728255001078,13.806510906623071,9.600812421977029,D
159,2023-01-07,1,7,16,601.3285354118489,13.518105134678626,1.492811326941241,B
160,2023-01-07,1,7,17,132.9133679716243,18.808604231894577,8.334229273874922,D
161,2023-01-07,1,7,18,36.34290594304469,25.96634074768225,6.409611385563027,D
162,2023-01-07,1,7,19,770.3147880296609,27.105600470241175,7.680013597270008,D
163,2023-01-07,1,7,20,519.1923833049036,25.640693104027555,4.340746061713847,D
164,2023-01-07,1,7,21,552.576936476264,27.762295778541812,8.865156735243682,D
165,2023-01-07,1,7,22,815.0590755652482,52.71583720801913,9.587438209778291,D
166,2023-01-07,1,7,23,972.0179519621895,52.43115076211667,3.767467178567724,D
167,2023-01-07,1,7,24,867.0102141464349,26.7756544149102,5.503491738762596,D
168,2023-01-08,1,8,1,542.6340613381342,2.6970243359158097,5.103616062894559,D
169,2023-01-08,1,8,2,549.98880010635,34.5391311115551,3.589429069810955,D
170,2023-01-08,1,8,3,266.93980813346565,92.57402511296469,10.7938250007323,D
171,2023-01-08,1,8,4,502.0495706709564,94.6438369221319,8.600683158634386,D
172,2023-01-08,1,8,5,813.3700295378004,27.557957684630953,11.235676224525026,D
173,2023-01-08,1,8,6,853.6803557332009,85.57720831324136,2.242263694758626,B
174,2023-01-08,1,8,7,281.60492244650607,14.03171824418954,9.437825973109371,D
175,2023-01-08,1,8,8,432.71425767389945,43.78237006983986,3.3543429996782255,C
176,2023-01-08,1,8,9,716.030905318663,95.90926163165192,2.5313931631327153,B
177,2023-01-08,1,8,10,978.9774022244222,82.19255161009062,3.363330938401038,B
178,2023-01-08,1,8,11,120.84428620532695,67.27392033787525,2.383484391158662,C
179,2023-01-08,1,8,12,169.85367242593856,14.711896253819223,5.353890464920557,C
180,2023-01-08,1,8,13,610.3994156821755,4.938898234982236,8.124910039585888,D
181,2023-01-08,1,8,14,906.4900281860799,40.99780798657867,8.82347676224463,C
182,2023-01-08,1,8,15,718.7936802299998,21.048233599201595,11.115280462531533,C
183,2023-01-08,1,8,16,49.94171763732509,87.33755380361258,10.6630668656425,D
184,2023-01-08,1,8,17,682.6099134406281,11.350961114752545,9.070256177820614,D
185,2023-01-08,1,8,18,190.04691301593735,89.99395976388878,5.5516626517754215,D
186,2023-01-08,1,8,19,758.4867075067575,20.06298967248442,10.505594767215753,D
187,2023-01-08,1,8,20,543.6987780667804,61.0933631676699,5.109707666820176,D
188,2023-01-08,1,8,21,708.2874974267778,63.45709915030522,0.9627491909413031,D
189,2023-01-08,1,8,22,396.6155159492846,64.5705667330417,7.753381005569094,D
190,2023-01-08,1,8,23,860.101633430447,48.881465573263014,8.583737850842143,D
191,2023-01-08,1,8,24,77.93673892077834,92.18271151280436,4.0511242284059685,D
192,2023-01-09,1,9,1,579.7481896862677,35.178743918947944,5.323426021870928,D
193,2023-01-09,1,9,2,686.2014105637544,99.37068005511718,8.635633697508753,D
194,2023-01-09,1,9,3,191.3446057544954,77.22329090165876,4.356233881861908,D
195,2023-01-09,1,9,4,642.1173609729475,49.59492823868049,6.519982650641321,D
196,2023-01-09,1,9,5,849.1442239149382,79.49838210234196,10.152438402664266,D
197,2023-01-09,1,9,6,296.24501294778224,24.40824860272055,11.208982323638429,D
198,2023-01-09,1,9,7,160.8613007459552,91.69073309882855,0.8533914134023151,B
199,2023-01-09,1,9,8,576.6181678499541,65.34645249929531,0.5061225901954263,B
200,2023-01-09,1,9,9,496.27255496452835,22.039792891620646,2.5208191823859036,B
201,2023-01-09,1,9,10,803.4083773958167,80.97165780700114,0.29191582949277733,A
202,2023-01-09,1,9,11,394.6904462112046,94.49875973686162,4.807630720329242,C
203,2023-01-09,1,9,12,452.7236273372841,4.613203386395293,4.753240344684455,C
204,2023-01-09,1,9,13,698.6123616591206,20.95913207249922,4.731889813761063,C
205,2023-01-09,1,9,14,220.6398753538091,57.05773329797454,3.236894189456084,C
206,2023-01-09,1,9,15,570.7720054242859,42.19300352267642,3.0699671472762238,C
207,2023-01-09,1,9,16,28.737693323372373,27.764628930858404,4.883024165667524,C
208,2023-01-09,1,9,17,59.55192930620109,73.92654078624642,6.921242642869299,D
209,2023-01-09,1,9,18,297.8138333235135,23.011058646362493,5.7392617377249,D
210,2023-01-09,1,9,19,401.88526304477557,95.85437327843643,5.2005238826535,D
211,2023-01-09,1,9,20,766.2532749801404,58.887030989480394,0.38032589506754494,D
212,2023-01-09,1,9,21,414.39822696764656,18.574781742577994,9.05954580386808,D
213,2023-01-09,1,9,22,911.2436027037623,18.128266592347575,3.6344399303626314,D
214,2023-01-09,1,9,23,805.8197279161564,92.34627836643202,7.257106931460698,D
215,2023-01-09,1,9,24,358.42089714623984,7.350038334600695,8.941093494098949,D
216,2023-01-10,1,10,1,992.8536660366711,76.60605854410024,4.817228573489222,D
217,2023-01-10,1,10,2,663.256552999713,89.3241951212175,10.44899802148279,D
218,2023-01-10,1,10,3,947.4720721814415,16.829734122490127,2.2008070871249084,E
219,2023-01-10,1,10,4,647.5152664815854,97.04015383513254,3.3208187302504713,D
220,2023-01-10,1,10,5,270.9480967005969,27.734064488718456,9.423133729130726,D
221,2023-01-10,1,10,6,974.4919261949514,40.44820454703779,5.6819195505671996,C
222,2023-01-10,1,10,7,508.7042876743954,20.768815767204764,1.7143690815120856,B
223,2023-01-10,1,10,8,120.31246194766615,7.768903343536893,6.57135230913165,D
224,2023-01-10,1,10,9,852.8693055873625,94.45192831912009,1.512976907410964,A
225,2023-01-10,1,10,10,609.2452087332049,39.2480954508305,6.034005950007942,D
226,2023-01-10,1,10,11,224.16458357717818,28.225565081636827,3.869992976547209,C
227,2023-01-10,1,10,12,700.1675286676494,19.942581973495688,10.94169646653862,C
228,2023-01-10,1,10,13,817.7164749835024,67.01360846731201,8.764739691230556,C
229,2023-01-10,1,10,14,972.7769961473208,89.32997840945312,4.287636731218798,B
230,2023-01-10,1,10,15,164.84497747393158,1.1640570034020303,2.458970902518182,C
231,2023-01-10,1,10,16,315.73518820612026,24.322376862076666,7.0488970402685975,D
232,2023-01-10,1,10,17,682.4121789736234,0.7292363948919967,0.34138315763519744,B
233,2023-01-10,1,10,18,478.28897728814053,12.10762012821639,6.489827148522682,D
234,2023-01-10,1,10,19,604.631912226722,19.830968008845296,9.590566127404454,D
235,2023-01-10,1,10,20,313.6800247808064,99.4060606848609,1.5589560706575825,D
236,2023-01-10,1,10,21,114.36727774763278,51.14316992056671,1.6814008768776696,D
237,2023-01-10,1,10,22,960.330562055897,82.32997134613203,5.8187704421743165,D
238,2023-01-10,1,10,23,375.19835139365676,58.613319555508895,5.751624224538853,D
239,2023-01-10,1,10,24,431.99917775643974,62.165638897017395,9.7070635037854,D
240,2023-01-11,1,11,1,577.4855315113784,81.82676352523079,4.801568217754726,D
241,2023-01-11,1,11,2,767.1228717283125,31.500945101670407,1.4570520226352481,D
242,2023-01-11,1,11,3,482.2323187049577,18.466047783890872,6.160246716799014,D
243,2023-01-11,1,11,4,65.5681415007664,0.78213518780893,4.0380507964363375,E
244,2023-01-11,1,11,5,566.3488703684741,60.30679179004116,0.9108246021401474,D
245,2023-01-11,1,11,6,517.27161109681,18.740025214913203,7.864389214996906,D
246,2023-01-11,1,11,7,227.6571772236382,66.80760202386176,7.492013625433953,D
247,2023-01-11,1,11,8,508.5688628119737,23.558740444630033,6.307751685737088,D
248,2023-01-11,1,11,9,588.4199515305259,67.35363281354942,6.186020718973149,D
249,2023-01-11,1,11,10,137.26668805797817,26.37005387961876,6.879731166154717,D
250,2023-01-11,1,11,11,870.7284133374825,31.278648524189347,3.5697879726518362,B
251,2023-01-11,1,11,12,562.6217923116026,90.6721368763993,8.27790602916116,D
252,2023-01-11,1,11,13,932.9329754268119,72.89238021590249,2.285489783256769,B
253,2023-01-11,1,11,14,390.95525080132734,42.890329974647514,10.450394106467975,D
254,2023-01-11,1,11,15,832.1335851434001,88.82707980626084,9.63634740050918,C
255,2023-01-11,1,11,16,443.5748437181893,6.222384145836157,4.400146536846533,C
256,2023-01-11,1,11,17,310.74880452099376,31.382544100440292,1.7350600299942043,B
257,2023-01-11,1,11,18,754.8942348776617,95.40929503307066,10.289679090590024,D
258,2023-01-11,1,11,19,796.6321069674748,32.692579719869144,1.912800355447654,D
259,2023-01-11,1,11,20,308.6554438879375,87.20154948404276,10.33955612480209,D
260,2023-01-11,1,11,21,283.97067299653486,87.96821155521559,9.614484894966907,D
261,2023-01-11,1,11,22,745.4543709959185,81.15888067740845,8.376850822507276,D
262,2023-01-11,1,11,23,234.54548111545557,89.09373466811115,8.641231579606913,D
263,2023-01-11,1,11,24,964.7876097252047,79.54899019915942,9.506994691866606,D
264,2023-01-12,1,12,1,675.1041648638861,15.099726811574666,2.439183843654067,E
265,2023-01-12,1,12,2,432.0450418089603,4.135543516000306,4.764530212402767,E
266,2023-01-12,1,12,3,930.9677707345712,6.4974667534327235,9.113100141599393,D
267,2023-01-12,1,12,4,212.7969751898845,73.75013451793193,4.978913329346386,D
268,2023-01-12,1,12,5,524.3884205382885,69.89365942544032,5.8013411586653465,D
269,2023-01-12,1,12,6,120.74411059674583,27.94426937773393,0.6723451193772637,B
270,2023-01-12,1,12,7,582.2985964469844,26.43161354470883,2.9518872400640297,B
271,2023-01-12,1,12,8,614.9931910319536,26.876584307599728,7.257988035028463,D
272,2023-01-12,1,12,9,995.4849708659971,21.448770278574948,5.095910312468555,C
273,2023-01-12,1,12,10,656.3207271929998,34.15716127347967,4.145272852970755,C
274,2023-01-12,1,12,11,507.7388359411665,29.512516005320567,7.0582640423262495,D
275,2023-01-12,1,12,12,705.0418065354638,48.026974417863734,8.364853594012985,C
276,2023-01-12,1,12,13,465.97086312864377,61.28556894627304,3.3054335305671696,C
277,2023-01-12,1,12,14,342.4532924045759,7.937855220487933,9.034799365258927,D
278,2023-01-12,1,12,15,342.59387589204965,40.7751125549707,3.916598321572815,C
279,2023-01-12,1,12,16,311.10081788430693,46.348252606919516,11.278228595654024,D
280,2023-01-12,1,12,17,982.2716097788045,88.60801527859397,6.049605220759863,C
281,2023-01-12,1,12,18,691.2785996293591,83.67604399461221,0.016684946001454093,D
282,2023-01-12,1,12,19,275.6142717069464,92.46310816257969,4.390697450196855,D
283,2023-01-12,1,12,20,599.7142472217446,76.42129772596718,4.393598437853506,D
284,2023-01-12,1,12,21,258.5103194309804,91.64735923709445,11.051832147157455,D
285,2023-01-12,1,12,22,674.2556144633851,4.003879628061712,10.850308285999848,D
286,2023-01-12,1,12,23,232.20543640110253,86.48705635917767,5.509340981000166,D
287,2023-01-12,1,12,24,543.0939353987969,81.95344830261281,1.406421870314606,D
288,2023-01-13,1,13,1,489.1384115642439,5.321360624507654,8.653929344017964,D
289,2023-01-13,1,13,2,792.0730400326293,92.61393534673599,1.544802846991649,D
290,2023-01-13,1,13,3,299.4405420203759,58.541021947045536,5.705996886909314,D
291,2023-01-13,1,13,4,64.55463710397495,12.176345061881367,6.4189823349254995,D
292,2023-01-13,1,13,5,540.1737735252692,44.02768973903958,1.9398201210199648,D
293,2023-01-13,1,13,6,248.5754027693888,89.27881154189271,6.551370162088991,D
294,2023-01-13,1,13,7,615.5021424572866,88.28112609837385,4.28800955085887,C
295,2023-01-13,1,13,8,102.62272687348154,71.85207315310274,4.153357218042351,C
296,2023-01-13,1,13,9,713.0269671401549,48.690517060167714,2.4329768985361144,B
297,2023-01-13,1,13,10,958.9704220606624,4.975167709117267,4.018078807206858,B
298,2023-01-13,1,13,11,888.697792987076,89.98686820810731,2.7735484284035974,B
299,2023-01-13,1,13,12,615.0149549722828,14.20138453873877,8.90250076490726,D
300,2023-01-13,1,13,13,8.814995066341893,89.53170365994151,4.718989314522768,C
301,2023-01-13,1,13,14,185.82969480625482,13.212537663188673,9.396518674481324,D
302,2023-01-13,1,13,15,811.8024405492476,18.40328909887241,5.927662059731661,C
303,2023-01-13,1,13,16,715.6087708433802,4.9141286025065405,0.864779857722205,A
304,2023-01-13,1,13,17,722.310314660787,23.330135918747274,2.5973465512462104,B
305,2023-01-13,1,13,18,660.5368502387196,60.36695666374962,5.857549314695308,D
306,2023-01-13,1,13,19,615.628983155374,45.437200880032435,2.550127190706468,E
307,2023-01-13,1,13,20,33.00355521076403,72.08193553856181,1.0288598814091963,D
308,2023-01-13,1,13,21,887.4013508120827,49.77358314874365,4.8416585825275655,D
309,2023-01-13,1,13,22,593.7789750001858,32.813514494819565,5.409871086459676,D
310,2023-01-13,1,13,23,392.7050854782637,1.8936282819331574,4.005909619021134,E
311,2023-01-13,1,13,24,305.4946301956742,1.79884986357699,9.561296006910379,D
312,2023-01-14,1,14,1,493.3967420823257,14.051982669599038,9.663359617575464,D
313,2023-01-14,1,14,2,231.87647374951845,24.058211417155707,1.25175527871146,D
314,2023-01-14,1,14,3,230.8394364959845,84.85729405443271,8.51967222837637,D
315,2023-01-14,1,14,4,558.5114171274141,46.98461217340045,0.9240126316744185,D
316,2023-01-14,1,14,5,931.4950168908528,18.582691110173844,1.6274170854719807,D
317,2023-01-14,1,14,6,354.89213414059356,36.56327902173076,2.486291755590213,B
318,2023-01-14,1,14,7,313.87184639490636,5.504793536419705,5.506902383314513,C
319,2023-01-14,1,14,8,352.3256375624231,59.94723574301625,2.652572025233493,B
320,2023-01-14,1,14,9,781.583127062825,51.02008643062177,0.9428273675301077,A
321,2023-01-14,1,14,10,737.2436597018028,12.029042988666694,7.019914436860283,C
322,2023-01-14,1,14,11,453.3348961903296,77.0659904061391,5.614506249127469,D
323,2023-01-14,1,14,12,261.806605549307,51.46287683591476,7.833923315371337,D
324,2023-01-14,1,14,13,836.7239771704759,1.361391869053663,6.165842860714231,C
325,2023-01-14,1,14,14,224.41352977763833,95.80356036225918,0.8366011819035921,B
326,2023-01-14,1,14,15,289.7983735971198,70.11979905946059,6.081654061646169,D
327,2023-01-14,1,14,16,911.2591287715228,70.31543203929662,6.033742545730103,C
328,2023-01-14,1,14,17,167.75476378741376,78.44186299452336,0.842770149199694,B
329,2023-01-14,1,14,18,413.9373648190984,45.00055388969925,10.186193130779957,D
330,2023-01-14,1,14,19,125.28254821350184,33.39043554036564,10.151800317934464,D
331,2023-01-14,1,14,20,676.855901585117,50.547037003864794,3.7902516085194295,D
332,2023-01-14,1,14,21,403.8203442109027,98.31388404879132,10.146808893327739,D
333,2023-01-14,1,14,22,787.1173139849762,29.458713212122667,7.738870448189581,D
334,2023-01-14,1,14,23,454.15322364518374,47.429708457300755,8.761062357566047,D
335,2023-01-14,1,14,24,536.98475712896,84.28754208576433,8.670039093380401,D
